DOCULECT,GLOSS,IPA
YornoSo,who?,aa
Ampari,what?,injɛ
BankanTey,what?,nje
BenTey,what?,nje
Bunoge,what?,ʔebege
DogulDomBendiely,what?,ŋgo
DogulDomKundialang,what?,ŋgo+ŋ
DonnoSo,what?,inju
DonnoSo,what?,injee
JamsayDouentza,what?,iɲe
Mombo,what?,inje
BonduSoNajamba,what?,yeŋge
Nanga,what?,kɔ+ɲɛ
Nanga,what?,nɲɛ
Penange,what?,njɛ
PergeTegu,what?,inje
TebulUre,what?,inje
TebulUre,what?,c+inje
Tiranige,what?,ndege
TogoKan,what?,iŋe
TommoSoTongoTongo,what?,njɛ
ToroTegu,what?,ye
YandaDom,what?,ʔəɲe
YandaDom,what?,ci+ʔəɲe
YornoSo,what?,njɛ
YornoSo,what?,injɛ
Ampari,why?,injɛ#nondo
BankanTey,why?,nje#deŋgey
BenTey,why?,nje#gin
BenTey,why?,nje#gun
Bunoge,why?,ʔebege#da
DogulDomBendiely,why?,ngolaŋ
DogulDomKundialang,why?,ŋgo+ŋ#ginɛ
DogulDomKundialang,why?,ŋgo+ŋ#laŋ
DonnoSo,why?,inju
JamsayDouentza,why?,iɲe#jɛ
JamsayDouentza,why?,iɲe
Mombo,why?,iŋgya#naw
BonduSoNajamba,why?,yeŋge#nɛn
Nanga,why?,kɔ+ɲɛ#dɛrⁿi
Nanga,why?,nɲɛ#dɛrⁿi
Penange,why?,njɛ#namu
Penange,why?,njɛ#namam
PergeTegu,why?,inje#jɛ
TebulUre,why?,inje#kanda
TebulUre,why?,inje#dugo
Tiranige,why?,ndege#daga
TogoKan,why?,iŋe#gɛɛ
TommoSoTongoTongo,why?,njɛ#diɛ
ToroTegu,why?,ese#kaa
ToroTegu,why?,ise#kaa
ToroTegu,why?,ese#kaawa
ToroTegu,why?,ye#de
YandaDom,why?,ʔəɲe#dan
YandaDom,why?,ci+ʔəɲe#dan
YandaDom,why?,ʔəɲe#nii
YornoSo,why?,njɛ#dɛɛ
BankanTey,which?,aŋgu
BenTey,which?,aŋgu+m
BenTey,which?,aŋgu#ku+m
DogulDomBendiely,which?,agi
DogulDomKundialang,which?,agu
DonnoSo,which?,yɔgɔ
JamsayDouentza,which?,yɔkkɔ
JamsayMondoro,which?,yɔw
JamsayMondoro,which?,yɔkkɔ
Mombo,which?,mombo
BonduSoNajamba,which?,aŋgu
Nanga,which?,aŋgu
PergeTegu,which?,yawkɔ
TebulUre,which?,a+gu
TebulUre,which?,a+m
Tiranige,which?,ari
TogoKan,which?,yaa+kɔ
TommoSoTongoTongo,which?,yagu
ToroTegu,which?,yaga+si
YandaDom,which?,aŋgo
YandaDom,which?,aŋgɛ
YornoSo,which?,yɔgɔɔ
Ampari,where? (location),wⁿɔwⁿ
BankanTey,where? (location),anni
BenTey,where? (location),an+daa
Bunoge,where? (location),na+lo
DogulDomBendiely,where? (location),aŋa
DogulDomKundialang,where? (location),aŋaa
DonnoSo,where? (location),yɔgɔ#raa
JamsayDouentza,where? (location),yɔɔ#le
JamsayMondoro,where? (location),yɔw#le
Mombo,where? (location),manda
BonduSoNajamba,where? (location),anii
BonduSoNajamba,where? (location),an
Nanga,where? (location),arⁿaŋa
Penange,where? (location),mba
PergeTegu,where? (location),yaw
TebulUre,where? (location),andi
Tiranige,where? (location),ana
TogoKan,where? (location),yaa
TommoSoTongoTongo,where? (location),yabaa
TommoSoTongoTongo,where? (location),yagu#nɛ
ToroTegu,where? (location),yaga
YandaDom,where? (location),ambaa
YornoSo,where? (location),yɔgɔɔ#nɛ
YornoSo,where? (location),yabaa
BankanTey,when? (at what time?),wawtu#aŋgu#ɲaŋ
BankanTey,when? (at what time?),lɛɛru#aŋgu#ɲa
BenTey,when? (at what time?),wagatu#aŋ#ɲayⁿ
BenTey,when? (at what time?),lɛɛrɛ#nje#ɲayⁿ
Bunoge,when? (at what time?),na#waari
Bunoge,when? (at what time?),ʔebege#wagar
DogulDomKundialang,when? (at what time?),ag+waaru+ŋ
DonnoSo,when? (at what time?),waguru#yɔgɔ
JamsayDouentza,when? (at what time?),wakati#yɔkkɔ#le
JamsayDouentza,when? (at what time?),lɛɛrɛ#yɔkkɔ#le
Mombo,when? (at what time?),waguru#mombo
BonduSoNajamba,when? (at what time?),leer#aŋgi#ma
Nanga,when? (at what time?),wagati#arⁿaŋa
Nanga,when? (at what time?),ɛɛr#arⁿaŋa
Penange,when? (at what time?),wen#wagara
PergeTegu,when? (at what time?),yaw#doguru
TebulUre,when? (at what time?),aarⁿa
Tiranige,when? (at what time?),ana+ŋga
TogoKan,when? (at what time?),yaa#teŋe#be
TommoSoTongoTongo,when? (at what time?),wakadu#yagu
TommoSoTongoTongo,when? (at what time?),njɛ#waaru#le
ToroTegu,when? (at what time?),yaga#cɛla
ToroTegu,when? (at what time?),yaga#tuwⁿɔ
YandaDom,when? (at what time?),wakatu#ʔəɲi#mii
YornoSo,when? (at what time?),waaru#yɔgɔɔ#le
Ampari,how?,wⁿaaⁿ
BankanTey,how?,aŋgay
BenTey,how?,aŋay
Bunoge,how?,nanji
DogulDomBendiely,how?,ayaŋ
DogulDomKundialang,how?,ag#yaŋ
DogulDomKundialang,how?,a#yaŋ
DonnoSo,how?,yɔgɔ+njii
JamsayDouentza,how?,yɔɔ+jin
JamsayMondoro,how?,yɔɔ+jin
Mombo,how?,mana
BonduSoNajamba,how?,annɛ
BonduSoNajamba,how?,aŋinɛ
Nanga,how?,amayⁿ
Penange,how?,wɛnɛ
PergeTegu,how?,yaw+ɲɛɛ
TebulUre,how?,ayⁿ
Tiranige,how?,ara
Tiranige,how?,ara+ara
TogoKan,how?,ɲaŋ
TommoSoTongoTongo,how?,yaŋge+ni
ToroTegu,how?,yⁿaŋey
YandaDom,how?,anjaa
YornoSo,how?,ya+ŋin
YornoSo,how?,ɲaŋ
YornoSo,how?,yaŋ
BenTey,"narrate, tell (story)",pil+lɛ
Bunoge,"narrate, tell (story)",dab+u+le
DogulDomBendiely,"narrate, tell (story)",tuŋ+ɛ
DonnoSo,"narrate, tell (story)",sɛg+ɛ+lɛ
JamsayDouentza,"narrate, tell (story)",ɛrⁿɛwⁿ+ɛ
JamsayDouentza,"narrate, tell (story)",pil+lɛ
Mombo,"narrate, tell (story)",tiil+e
Nanga,"narrate, tell (story)",tɛɛn+ji
PergeTegu,"narrate, tell (story)",pil+lɛ
Tiranige,"narrate, tell (story)",nar+a+mu
TogoKan,"narrate, tell (story)",ɛnɛ
TommoSoTongoTongo,"narrate, tell (story)",elm+e
ToroTegu,"narrate, tell (story)",en+o
YornoSo,"narrate, tell (story)",elme+e
BankanTey,"scold, reprimand (sb)",hiit+a+kaŋ
BenTey,"scold, reprimand (sb)",arⁿatɔɔt+ɔ
JamsayGourou,"scold, reprimand (sb)",bɔg+u+ruk+uno
JamsayDouentza,"scold, reprimand (sb)",arⁿatɔɔt+ɔ+ɔ
JamsayDouentza,"scold, reprimand (sb)",tɔ+ɔ
Mombo,"scold, reprimand (sb)",kaj+i+kaj+e
BonduSoNajamba,"scold, reprimand (sb)",gal+i+yɛ
Nanga,"scold, reprimand (sb)",jor+i+ye
Nanga,"scold, reprimand (sb)",arⁿatɔɔt+ɔ+ɔ
PergeTegu,"scold, reprimand (sb)",arⁿatɔɔt+ɔ+ɔ
TogoKan,"scold, reprimand (sb)",bɔj+ɔ
TommoSoTongoTongo,"scold, reprimand (sb)",gam+a
ToroTegu,"scold, reprimand (sb)",hit+a+karⁿ+a
YandaDom,"scold, reprimand (sb)",gam+a+li
YandaDom,"scold, reprimand (sb)",zan+i+yɛ
YornoSo,"scold, reprimand (sb)",gawⁿ+a
YornoSo,"scold, reprimand (sb)",sɔ+ɔ
Ampari,one,tud+a
BankanTey,one,tum+a
BenTey,one,tuwⁿɔ
BenTey,one,tuwⁿɔ
Bunoge,one,tool+e
DogulDomBendiely,one,tɔm+ɔ
DogulDomKundialang,one,tɔm+ɔ
DonnoSo,one,tur+u
JamsayGourou,one,tur+u
JamsayDouentza,one,tur+u
Mombo,one,yɛɛtaaŋg+u
BonduSoNajamba,one,kund+e
Nanga,one,tum+a
Penange,one,taaŋg+a
PergeTegu,one,tur+u
TebulUre,one,turɛ+ɛ
Tiranige,one,toom+a
TogoKan,one,tur+u
TogoKan,one,tun+ɔ
TommoSoTongoTongo,one,tur+u
ToroTegu,one,tur+u
YandaDom,one,tum+a
YornoSo,one,tur+u
Ampari,two,eeŋg+a
BankanTey,two,+yoy
BenTey,two,+yey
Bunoge,two,deeg+a
DogulDomBendiely,two,neeg+e
DogulDomKundialang,two,neeg+e
DonnoSo,two,lɛ+y
JamsayGourou,two,lɛ+y
JamsayDouentza,two,lɛ+y
JamsayMondoro,two,lɛ+y
Mombo,two,nɛɛŋg+a
BonduSoNajamba,two,noo+y
Nanga,two,wo+y
PergeTegu,two,le+y
TebulUre,two,leer+u
TebulUre,two,le+y
Tiranige,two,niiŋg+a
TogoKan,two,lɔ+y
TogoKan,two,lɔɔ+y
TommoSoTongoTongo,two,n+ee
ToroTegu,two,le+y
YandaDom,two,nɔ+ɔ
YandaDom,two,yenɔ+ɔ
YornoSo,two,lɛ+y
Ampari,three,taand+i
BankanTey,three,taan+i
BenTey,three,taan+u
Bunoge,three,taand+u
DogulDomBendiely,three,taand+u
DogulDomKundialang,three,taand+u
DonnoSo,three,taan+u
JamsayGourou,three,taan+u
JamsayDouentza,three,taan
JamsayMondoro,three,taan
Mombo,three,taand+i
BonduSoNajamba,three,taandi+i
Nanga,three,taandi+i
PergeTegu,three,taal+u
TebulUre,three,taand+u
Tiranige,three,taand+i
TogoKan,three,taan
TogoKan,three,taan+u
TommoSoTongoTongo,three,taand+u
ToroTegu,three,taal+i
YandaDom,three,taand+u
YandaDom,three,yetaand+u
YornoSo,three,taan
Ampari,four,ni+i
BankanTey,four,niŋŋe+yⁿ
BenTey,four,nii+yⁿ
Bunoge,four,nee+wⁿ
DogulDomBendiely,four,kɛɛs+ɔ
DogulDomKundialang,four,kɛɛs+ɔ
DonnoSo,four,naa+y
JamsayGourou,four,na+yⁿ
JamsayDouentza,four,na+yⁿ
Mombo,four,kɛɛj+ɔ
BonduSoNajamba,four,kɛɛjɛ+y
Nanga,four,nɔ+yⁿ
PergeTegu,four,na+yⁿ
TebulUre,four,kɛd+ɛ
TiranigeBoui,four,cɛɛj+ɔ
TiranigeNingo,four,kɛɛj+ɔ
TogoKan,four,na+yⁿ
TommoSoTongoTongo,four,na+y
ToroTegu,four,na+y
YandaDom,four,cɛz+ɔ
YandaDom,four,yecɛz+ɔ
YornoSo,four,na+yⁿ
Ampari,five,num+u
BankanTey,five,nummu+yⁿ
BenTey,five,numu+yⁿ
Bunoge,five,nɔɔm+ɔ
DogulDomBendiely,five,nn+o
DogulDomKundialang,five,nn+ɔ
DonnoSo,five,nn+ɔ
JamsayGourou,five,nuu+yⁿ
JamsayDouentza,five,nuu+yⁿ
JamsayMondoro,five,nuu+yⁿ
Mombo,five,nunum+o
BonduSoNajamba,five,numi+i
Nanga,five,nimi+i
PergeTegu,five,numi+i
TebulUre,five,num
Tiranige,five,nu+nu
TogoKan,five,nunɛ+ɛ
TogoKan,five,nunɛ+ɛ
TommoSoTongoTongo,five,nn+ɔ
ToroTegu,five,nuu+y
YandaDom,five,num
YandaDom,five,yenum
YornoSo,five,numɔrⁿɔ
Ampari,six,kur+o
BankanTey,six,kuro+y
BenTey,six,kuro+y
Bunoge,six,kule+wⁿ
DogulDomBendiely,six,kul+ɛ
DogulDomKundialang,six,kule+e
DonnoSo,six,kule+e
JamsayGourou,six,kuro+y
JamsayDouentza,six,kuro+y
JamsayMondoro,six,kuro+y
Mombo,six,kule+yⁿ
BonduSoNajamba,six,kule+y
Nanga,six,kur+e
PergeTegu,six,kuroo+y
TebulUre,six,kul+e
Tiranige,six,kule+yⁿ
TogoKan,six,kure+e
TommoSoTongoTongo,six,kulo+y
ToroTegu,six,kure+y
YandaDom,six,kuleyekul+e
YornoSo,six,kulo+y
Ampari,seven,sɔɔ+y
BankanTey,seven,siyⁿɔ+yⁿ
BenTey,seven,suyⁿɔ+yⁿ
Bunoge,seven,sɔɔ+wⁿ
DogulDomBendiely,seven,sɔɔw+ɛ
DogulDomKundialang,seven,sɔɔ+y
DonnoSo,seven,sɔ+y
JamsayGourou,seven,su+yⁿ
JamsayDouentza,seven,su+yⁿ
Mombo,seven,sɔɔl+i
BonduSoNajamba,seven,swɛ+y
Nanga,seven,suy+ɛ
PergeTegu,seven,su+yⁿ
TebulUre,seven,s+ɔ
Tiranige,seven,sɔɔ+y
TogoKan,seven,sɔ+ɔ
TommoSoTongoTongo,seven,sɔ+y
ToroTegu,seven,so+yⁿ
YandaDom,seven,swɛ+ɛ
YandaDom,seven,yeswɛ+ɛ
YornoSo,seven,sɔ+y
Ampari,eight,seer+o
BankanTey,eight,gaara+y
BenTey,eight,gaara+y
Bunoge,eight,seele+wⁿ
DogulDomBendiely,eight,seel+e
DogulDomKundialang,eight,seel+e
DonnoSo,eight,gagar+a
JamsayGourou,eight,gaar+a
JamsayDouentza,eight,gaar+a
Mombo,eight,seel+e
BonduSoNajamba,eight,saagi+i
Nanga,eight,gaar+ɛ
PergeTegu,eight,gaar+a
TebulUre,eight,gagar+a
TiranigeBoui,eight,seel+e
TiranigeNingo,eight,siyel+e
TogoKan,eight,sila+a
TommoSoTongoTongo,eight,gagir+a
ToroTegu,eight,gaar+a
YandaDom,eight,saag+e
YandaDom,eight,yesaag+e
YornoSo,eight,gagar+a
Ampari,nine,toow+a
BankanTey,nine,teesum
BenTey,nine,teesim
Bunoge,nine,toow+a
DogulDomBendiely,nine,tuuw+ɔ
DogulDomKundialang,nine,tutuw+a
DonnoSo,nine,tutug+ɔ
JamsayGourou,nine,laaruw+a
JamsayDouentza,nine,laaruw+a
Mombo,nine,toow+a
BonduSoNajamba,nine,twa+y
Nanga,nine,teesi+i
PergeTegu,nine,laarw+a
TebulUre,nine,gagarab+a
Tiranige,nine,toow+a
TogoKan,nine,tuwa+a
TommoSoTongoTongo,nine,tuww+ɔ
ToroTegu,nine,laar+a
YandaDom,nine,twa+a
YandaDom,nine,yetwa+a
YornoSo,nine,tuw+ɔ
Ampari,ten,pɛɛr+o
BankanTey,ten,pɛɛr+u
BenTey,ten,pɛr+u
Bunoge,ten,kobe+wⁿ
DogulDomBendiely,ten,pɛɛl
DogulDomKundialang,ten,pɛɛl
DonnoSo,ten,pɛl+u
JamsayGourou,ten,pɛr+ɛ
JamsayDouentza,ten,pɛr+u
Mombo,ten,pɛɛl+u
BonduSoNajamba,ten,piyɛl+i
Nanga,ten,pɛɛr+u
PergeTegu,ten,pɛr+u
TebulUre,ten,pɛl+u
Tiranige,ten,piyɔl+u
TogoKan,ten,pɛr+u
TommoSoTongoTongo,ten,pɛl+u
ToroTegu,ten,pɛɛr+u
YandaDom,ten,piyɛl
YandaDom,ten,yepiyel
YornoSo,ten,pɛl
BankanTey,twenty,pɛri+yey
BenTey,twenty,peri+yey
Bunoge,twenty,taalm+a
Bunoge,twenty,taalum+a
DogulDomBendiely,twenty,pɛneeg+e
DogulDomKundialang,twenty,peneeg+e
DonnoSo,twenty,peene+y
JamsayDouentza,twenty,pɛllɛ+y
Mombo,twenty,pɛɛnɛɛŋg+a
BonduSoNajamba,twenty,pɔɔnɔ+y
Nanga,twenty,peri+yey
Penange,twenty,taalm+ɔ
PergeTegu,twenty,pɛlle+y
TebulUre,twenty,pɛgale+y
Tiranige,twenty,pɛnɛŋg+a
TogoKan,twenty,pɛlɔ+y
TommoSoTongoTongo,twenty,pɛɛn+ee
ToroTegu,twenty,pele+y
YandaDom,twenty,pɔɔnɔ+ɔ
YornoSo,twenty,pɛɛlɛ+y
BankanTey,eleven,pɛɛrutum+a
BenTey,eleven,pɛrɛtuwⁿɔsa+a
DogulDomBendiely,eleven,pɛɛltɔmɔsig+a
DogulDomKundialang,eleven,pɛɛltɔmɔsig+a
DonnoSo,eleven,pɛluguturugusig+ɛ
JamsayGourou,eleven,pɛrɛturusaɣ+a
JamsayDouentza,eleven,pɛrɛturusaɣ+a
Mombo,eleven,pɛɛluyɛɛtaaŋgusug+ɔ
BonduSoNajamba,eleven,pɛɛsigatoma+y
Nanga,eleven,pɛɛrtumasag+a
PergeTegu,eleven,pɛrɛtussag+a
TebulUre,eleven,pɛɛnɛtursag+a
Tiranige,eleven,pɛsugɔtoom+a
TogoKan,eleven,pɛrɛɛturusag+a
TommoSoTongoTongo,eleven,pɛlugoturugosig+ɛ
ToroTegu,eleven,pɛɛriitur+u
YandaDom,eleven,piyeltumasi+i
YandaDom,eleven,piyeltɔmɔsi+i
YornoSo,eleven,pɛlguturusig+ɛ
BankanTey,twelve,pɛɛru+yoy
BenTey,twelve,pɛrɛyeysa+a
DogulDomBendiely,twelve,pɛɛlneegesig+a
DogulDomKundialang,twelve,pɛɛlnegesig+a
DonnoSo,twelve,pɛlugulɛygusig+ɛ
JamsayDouentza,twelve,pɛrɛlɛysaɣ+a
Mombo,twelve,pɛɛlunɛɛŋgasug+ɔ
BonduSoNajamba,twelve,pɛɛsiganoo+y
Nanga,twelve,pɛɛrwoysag+a
PergeTegu,twelve,pɛrɛlɛysag+a
TebulUre,twelve,pɛɛnɛleysag+a
Tiranige,twelve,pɛsugɔniiŋg+a
TogoKan,twelve,pɛrɛɛlɔɔsag+a
TommoSoTongoTongo,twelve,pɛlugoneegosig+ɛ
ToroTegu,twelve,pɛɛriile+y
YandaDom,twelve,piyelloosi+i
YornoSo,twelve,pɛlgulɛysig+ɛ
BankanTey,fifteen,pɛɛrunummu+yⁿ
BenTey,fifteen,pɛrɛnumuyⁿsa+a
DogulDomBendiely,fifteen,pɛɛlnnosig+a
DogulDomKundialang,fifteen,pɛnnɔsig+a
DonnoSo,fifteen,pɛlugunnɔgusig+ɛ
JamsayDouentza,fifteen,pɛrɛnuuyⁿsaɣ+a
Mombo,fifteen,pɛɛlunoomusug+ɔ
BonduSoNajamba,fifteen,pɛɛsiganumi+i
Nanga,fifteen,pɛɛrnimiisag+a
PergeTegu,fifteen,pɛrɛnumiisag+a
TebulUre,fifteen,pɛɛnɛnumsag+a
TebulUre,fifteen,pɛmsag+a
Tiranige,fifteen,pɛsugɔnu+nu
TogoKan,fifteen,pɛrɛɛnunɛɛsag+a
TommoSoTongoTongo,fifteen,pɛlugonnɔgosig+ɛ
ToroTegu,fifteen,pɛɛriinunu+yⁿ
YandaDom,fifteen,piyemsi+i
YornoSo,fifteen,pɛlgunumɔrⁿɔsig+ɛ
BankanTey,hundred,tɛɛmbɛndɛr+ɛ
BankanTey,hundred,tɛɛmɛdɛr+ɛ
BenTey,hundred,tɛɛmɛdɛr+ɛ
Bunoge,hundred,tɛɛmɛndɛr+ɛ
DogulDomBendiely,hundred,tɛɛmdɛr+ɛ
DogulDomKundialang,hundred,tɛɛmdɛr+ɛ
DonnoSo,hundred,tɛmdɛr+ɛ
JamsayGourou,hundred,suŋ+u
JamsayDouentza,hundred,suŋ
JamsayDouentza,hundred,tɛɛmdɛr+ɛ
Mombo,hundred,siŋgindopɛɛnɛɛŋg+a
BonduSoNajamba,hundred,kɛɛsummapɔɔnɔ+y
BonduSoNajamba,hundred,tɛɛmɛndɛr+ɛ
Nanga,hundred,tɛɛmɛder+ɛ
Nanga,hundred,tɛɛmdɛr+ɛ
Penange,hundred,tɛɛmdɛr+ɛ
PergeTegu,hundred,tɛɛmdɛr+ɛ
TebulUre,hundred,tɛɛmdɛr+ɛ
Tiranige,hundred,tɛɛmdɛr+ɛ
TogoKan,hundred,tɛmdɛr+ɛ
TommoSoTongoTongo,hundred,tɛmind+ɛ
TommoSoTongoTongo,hundred,kɛɛsumlepɛɛn+ee
TommoSoTongoTongo,hundred,sum
ToroTegu,hundred,zaŋ
ToroTegu,hundred,zaŋ+u
ToroTegu,hundred,zaŋg+u
YandaDom,hundred,tɛmɛdɛr+ɛ
YornoSo,hundred,sum
YornoSo,hundred,tɛmtɛr+ɛ
Ampari,thousand,se+yⁿ
BankanTey,thousand,mbus+u
BenTey,thousand,mus+u
Bunoge,thousand,munj+u
DogulDomBendiely,thousand,muɲj+u
DogulDomKundialang,thousand,munj+u
DonnoSo,thousand,munj+u
JamsayGourou,thousand,mus+u
JamsayDouentza,thousand,muɲ+u
JamsayMondoro,thousand,muɲ+u
Mombo,thousand,munj+u
BonduSoNajamba,thousand,muj+u
Nanga,thousand,mus+u
Penange,thousand,munj+u
PergeTegu,thousand,mus+u
TebulUre,thousand,mud+o
Tiranige,thousand,mujusilaam+u
TogoKan,thousand,muɲ+u
TommoSoTongoTongo,thousand,munj+o
TommoSoTongoTongo,thousand,tɛmindɛn+ee
ToroTegu,thousand,zɛmbɛr+ɛ
YandaDom,thousand,muz+o
YornoSo,thousand,muɲ+u
BankanTey,"count, recite numbers",luw+oo+luw+o
Bunoge,"count, recite numbers",dig+o+rud+igor+e
DogulDomKundialang,"count, recite numbers",nug+e
DogulDomKundialang,"count, recite numbers",jat+e
DonnoSo,"count, recite numbers",yug+ee+yug+o
JamsayGourou,"count, recite numbers",lug+o+lug+o
JamsayDouentza,"count, recite numbers",lug+o+lug+o
Mombo,"count, recite numbers",nog+e
BonduSoNajamba,"count, recite numbers",nig+i+lŋg+an+nig+il
BonduSoNajamba,"count, recite numbers",jat+ɛ+jat+ɛ
Nanga,"count, recite numbers",lug+o+lug+o
Penange,"count, recite numbers",nug+u+nug+e
PergeTegu,"count, recite numbers",lug+o+lug+o
Tiranige,"count, recite numbers",nug+o
TogoKan,"count, recite numbers",lug+o+lug+o
TommoSoTongoTongo,"count, recite numbers",nig+i+yen+ige
ToroTegu,"count, recite numbers",lug+o
YandaDom,"count, recite numbers",lug+o+lug+o
YornoSo,"count, recite numbers",lug+ee+lug+o
Ampari,first (adj),kiyo
BankanTey,first (adj),kuya+m
BankanTey,first (adj),
BenTey,first (adj),kuyɔɔ+m
Bunoge,first (adj),kande
DogulDomBendiely,first (adj),kosaa
DogulDomKundialang,first (adj),kɔsaa
DogulDomKundialang,first (adj),gɔsaa
DonnoSo,first (adj),naaŋ
DonnoSo,first (adj),kɛɛ
JamsayGourou,first (adj),pɔɔrɔ
JamsayDouentza,first (adj),pɔɔrɔ
JamsayMondoro,first (adj),pɔɔrɔ
Mombo,first (adj),taaŋgu
BonduSoNajamba,first (adj),dulɔɔ
Nanga,first (adj),kiya
Penange,first (adj),pana
PergeTegu,first (adj),kuyɔ
TiranigeNingo,first (adj),dilɔ
TiranigeBoui,first (adj),goo
TogoKan,first (adj),ko+kɛɛ
TommoSoTongoTongo,first (adj),kuyɔ
ToroTegu,first (adj),dɛwru
YandaDom,first (adj),cɛw
YornoSo,first (adj),ti
YornoSo,first (adj),laa
Ampari,second (ordinal),eeŋguro
BankanTey,second (ordinal),yɔy+nɔ+m
BenTey,second (ordinal),yey+nɛ
Bunoge,second (ordinal),dega#baŋa
DogulDomBendiely,second (ordinal),neeguno
DogulDomKundialang,second (ordinal),neegu+nno
DonnoSo,second (ordinal),lɛɛ+nne
JamsayGourou,second (ordinal),lɛy+nɛ
JamsayDouentza,second (ordinal),lɛy+nɛ
Mombo,second (ordinal),nɛɛŋgulu
BonduSoNajamba,second (ordinal),nojoo
Nanga,second (ordinal),wonjo+nɔɔ
Nanga,second (ordinal),wonjow
Penange,second (ordinal),neegu+lo
PergeTegu,second (ordinal),ley+nɛ
TiranigeBoui,second (ordinal),niiŋga+n
TiranigeNingo,second (ordinal),niiŋga+nu
TogoKan,second (ordinal),lɔ+nirⁿi
TommoSoTongoTongo,second (ordinal),ney+yem
ToroTegu,second (ordinal),ley+lo
YandaDom,second (ordinal),nozu+no
YornoSo,second (ordinal),lɛ+ee
BankanTey,third (ordinal),taan+nɔ+m
BenTey,third (ordinal),tay+nɛ
Bunoge,third (ordinal),taandu#baŋa
DogulDomBendiely,third (ordinal),taano
DogulDomKundialang,third (ordinal),taan+no
DonnoSo,third (ordinal),taandu#enne
JamsayGourou,third (ordinal),tay+nɛ
JamsayDouentza,third (ordinal),tay+nɛ
Mombo,third (ordinal),taandulu
BonduSoNajamba,third (ordinal),tan+naa
Nanga,third (ordinal),tanda+nɔɔ
Penange,third (ordinal),taande+lo
PergeTegu,third (ordinal),tay+nɛ
Tiranige,third (ordinal),taandi+n
TogoKan,third (ordinal),ta+nirⁿi
TommoSoTongoTongo,third (ordinal),taandi+yem
ToroTegu,third (ordinal),taal+lo
YandaDom,third (ordinal),taandu+no
YornoSo,third (ordinal),taan+ee
BankanTey,"last, final (in a series)",dumoyⁿ
BenTey,"last, final (in a series)",dumdɔɔ+m
BenTey,"last, final (in a series)",dumdɔɔ
DogulDomBendiely,"last, final (in a series)",sakte
DogulDomKundialang,"last, final (in a series)",saktɛ
DonnoSo,"last, final (in a series)",dogondo
JamsayDouentza,"last, final (in a series)",dumno
JamsayDouentza,"last, final (in a series)",duwⁿo
JamsayMondoro,"last, final (in a series)",duwⁿo
BonduSoNajamba,"last, final (in a series)",bandi+gii
Nanga,"last, final (in a series)",duma
Penange,"last, final (in a series)",diirɔ
PergeTegu,"last, final (in a series)",dumdɔ
Tiranige,"last, final (in a series)",kuguriyaŋge
Tiranige,"last, final (in a series)",kuguriyaŋge
TogoKan,"last, final (in a series)",dunɔ
TommoSoTongoTongo,"last, final (in a series)",dumɔndɔ
TommoSoTongoTongo,"last, final (in a series)",dumɔ
ToroTegu,"last, final (in a series)",dum+lɛ
YandaDom,"last, final (in a series)",ida
YornoSo,"last, final (in a series)",dɔɔⁿ
BankanTey,"(sb) be last, lag behind, be in the rear",tundu#wo#gaa
JamsayDouentza,"(sb) be last, lag behind, be in the rear",duwⁿo
Mombo,"(sb) be last, lag behind, be in the rear",digirɛ
BonduSoNajamba,"(sb) be last, lag behind, be in the rear",bandi#giy
PergeTegu,"(sb) be last, lag behind, be in the rear",dumdɔ#wɔ
PergeTegu,"(sb) be last, lag behind, be in the rear",tululu#wɔ
TommoSoTongoTongo,"(sb) be last, lag behind, be in the rear",jaasa
TommoSoTongoTongo,"(sb) be last, lag behind, be in the rear",dumɔ#nɛ#wɔ
ToroTegu,"(sb) be last, lag behind, be in the rear",pɛra#taŋu
YandaDom,"(sb) be last, lag behind, be in the rear",dɔdɔ
